Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
43801125,Final Betrayal (D.I. Lottie Parker #6),Patricia Gibney,"Gibney, Patricia",,"=""""","=""""",3,4.34,Bookouture,Kindle Edition,402,2019,2019,2019/03/03,2019/03/02,mystery,mystery (#105),read,,,,1,0
40778172,Tell Nobody (D.I. Lottie Parker #5),Patricia Gibney,"Gibney, Patricia",,"=""""","=""""",3,4.32,Bookouture,Kindle Edition,416,2018,2018,2019/02/16,2019/02/14,mystery,mystery (#104),read,,,,1,0
935308,"Faceless Killers (Kurt Wallander, #1)",Henning Mankell,"Mankell, Henning",Steven T. Murray,"=""1400031575""","=""9781400031573""",1,3.77,Vintage Crime/Black Lizard,Paperback,280,2003,1991,2019/03/27,2019/03/17,mystery,mystery (#106),read,,,,1,0
1344089,The Screaming of the Innocent,Unity Dow,"Dow, Unity",,"=""1876756209""","=""9781876756208""",0,3.9,Spinifex Press,Paperback,215,2002,2002,,2018/06/24,"to-read, mystery","to-read (#38), mystery (#99)",to-read,,,,0,0
237209,"In the Woods (Dublin Murder Squad, #1)",Tana French,"French, Tana","David Nathan, Isabel Margelí Bailo, Ulrike Wasel, Klaus Timmermann","=""0670038601""","=""9780670038602""",4,3.79,Viking,Hardcover,429,2007,2007,2020/04/14,2018/07/15,mystery,mystery (#102),read,,,,1,0
36204075,"The Word Is Murder (Hawthorne and Horowitz Mystery, #1)",Anthony Horowitz,"Horowitz, Anthony",,"=""0062676784""","=""9780062676788""",1,3.93,Harper,Hardcover,400,2018,2017,2019/02/18,2018/07/14,mystery,mystery (#100),read,"Well, this was a load of overrated bollocks.<br/><br/>I read a couple of the <i>Alex Rider</i> books when I was a teenager. I have absolutely no memory of them, but I remember the title and the fact that I enjoyed them. I had completely forgotten about the existence of Anthony Horowitz until quite recently, when I read <i>The House of Silk</i>, a book I really liked. After that I read <i>Moriarty</i>, which was fine. Next in line was <i>Magpie Murders</i>, a whodunnit that I enjoyed immensely. <br/>So it's fair to say that I was really excited about reading <i>The Word is Murder</i>. I mean, come on, the guy knows how to write good murder-mystery stories.<br/><br/>Imagine my disappointment when I actually picked up the damn book and realised that it's basically a pseudo-memoir of Horowitz which mainly served as an advertisement for his work.<br/><br/>I have so many issues that I don't even know where to begin. So I think I'll just write my scattered thoughts here without any effort to appear coherent.<br/><br/>Horowitz's self-insertion is as infuriating as it is ridiculous. There is no point whatsoever in his decision to include himself in the story. This is not a memoir, it is a detective tale. Had it been a memoir, I would not have read it, because my interest in Horowitz's life is absolute zero. <br/>You get pages upon pages of Horowitz babbling on about Alex Rider and Midsomer Murders and Foyle's War and TinTin and I just found myself wanting to scream ""LITERALLY NO ONE CARES! JUST GET ON WITH THE STORY"".<br/><br/>So I guess this is my first issue. Horowitz's promotion of his work in the book is not only self-indulgent but also shameless in its transparency. I felt like he was constantly insulting the intelligence of the reader. Who, in this case, was me. <br/><br/>What's more, Horowitz doesn't restrict his utterly unnecessary gabble to the books and screenplays he's written. No, you also get a great amount of references about other books and series and movies that serve absolutely no purpose. It almost felt like reading <i>Ready</i> fucking <i>Player One</i> all over again. Additionally, you get to read Horowitz's critique about said books and series and movies:<br/><br/><i>Only a week ago, a middle-aged woman would have undressed here, standing in front of the full-length mirror, sliding into the queen-sized bed with the copy of Stieg Larsson’s The Girl Who Played with Fire that was lying on the bedside table. Well, at least Mrs Cowper had been spared the slightly disappointing ending.</i><br/><br/>Oh piss off, Tony, I wish I had been spared your disappointing book.<br/><br/><br/>As if Horowitz's decision to include himself in the narrative was not bad enough, we get a second main character, Hawthorne, who is an awful human being. Just... <i>terrible</i>. Horowitz says so himself multiple times in the book. So why did he create such an unbearable protagonist? Why did he decide to create a homophobic scum who may or may not have tried to kill someone on purpose while working as a cop, and make him the hero of the story? And why on earth does it feel like he's trying to make us like him by the end? I'll tell you why:<br/><br/><i>I remember once that I was asked about gay marriage on a radio programme. This was at a time when a Christian husband and wife with a hotel in Cornwall had refused to give a room to a gay couple. I was careful. To begin with, I made it clear that I was one hundred per cent in favour of gay marriage and that I didn’t agree with the hotel owners at all. However, having established that, I went on to say that we should try to understand their point of view, which was at least based on some sort of religious conviction (even if I didn’t share it), and that perhaps they didn’t deserve the hate mail and the death threats they had received. We need to tolerate intolerance. I thought that was a neat encapsulation of what I believed.</i><br/><br/>One more time, in case you missed it:<br/><br/><i>We need to tolerate intolerance.</i><br/><br/>Now, at this point, which occurs fairly early, I'm already debating whether I should put the book down and go read some Mira Grant.<br/><br/>Unfortunately, I decided that I should keep reading because I wanted to find out who the murderer was. Which brings me to my next issue.<br/>The story is predictable for the most part, and the bits of it that aren't predictable make little to no sense. I can't really discuss this at length without getting into spoilers, so suffice it to say that it was utterly unconvincing.<br/>So I went through the trouble of reading this insufferable book and didn't even get the satisfaction of a decent ending.<br/><br/>I have quite a few more issues like the, at times, unbearable dialogue and the really slow pacing, but it's 2.30 in the morning here and if I succumb to my need to nitpick every single detail of the book I won't get any sleep at all.",,,1,0
34863666,The Stolen Girls (D.I. Lottie Parker #2),Patricia Gibney,"Gibney, Patricia",,"=""""","=""""",5,4.19,Bookouture,Kindle Edition,465,2017,2017,2018/07/27,2018/06/23,mystery,mystery (#95),read,,,,1,0
7039,"Tears of the Giraffe (No. 1 Ladies' Detective Agency, #2)",Alexander McCall Smith,"Smith, Alexander McCall",,"=""""","=""""",3,3.97,Abacus,Paperback,217,2003,2000,2019/04/06,2018/06/24,mystery,mystery (#98),read,,,,1,0
35634046,The Lost Child (D.I. Lottie Parker #3),Patricia Gibney,"Gibney, Patricia",,"=""""","=""""",3,4.27,Bookouture,Kindle Edition,448,2017,2017,2018/08/02,2018/06/23,mystery,mystery (#96),read,,,,1,0
37656988,No Safe Place (D.I. Lottie Parker #4),Patricia Gibney,"Gibney, Patricia",,"=""""","=""""",4,4.35,Bookouture,Kindle Edition,440,2018,2018,2019/02/15,2018/06/23,mystery,mystery (#97),read,,,,1,0
22864497,The Three Monarchs,Anthony Horowitz,"Horowitz, Anthony",,"=""0062387847""","=""9780062387844""",3,3.66,Harper,ebook,27,2014,2014,2018/07/07,2018/05/30,"short-stories-novelettes, mystery","short-stories-novelettes (#4), mystery (#93)",read,,,,1,0
11093329,"The House of Silk (Horowitz's Holmes, #1)",Anthony Horowitz,"Horowitz, Anthony",,"=""0316196991""","=""9780316196994""",4,4,Mulholland Books,Hardcover,294,2011,2011,2018/07/07,2018/04/26,mystery,mystery (#90),read,,,,1,0
22535533,"Moriarty (Horowitz's Holmes, #2)",Anthony Horowitz,"Horowitz, Anthony",,"=""0062377183""","=""9780062377180""",3,3.79,Harper,Hardcover,285,2014,2014,2018/07/08,2018/05/30,mystery,mystery (#92),read,,,,1,0
7061,"The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency, #1)",Alexander McCall Smith,"Smith, Alexander McCall",,"=""1400034779""","=""9781400034772""",5,3.8,Anchor,Paperback,235,2003,1998,2018/06/24,2018/05/29,mystery,mystery (#91),read,,,,1,0
37040,"The Various Haunts of Men (Simon Serrailler, #1)",Susan         Hill,"Hill, Susan",,"=""1585678767""","=""9781585678761""",2,3.83,Harry N. Abrams,Hardcover,438,2007,2004,2018/04/02,2018/03/29,mystery,mystery (#89),read,,,,2,0
13039639,"Περαίωση (Η Τριλογία της Κρίσεως, #2)",Petros Markaris,"Markaris, Petros",Πέτρος Μάρκαρης,"=""9603367044""","=""9789603367048""",3,3.68,Γαβριηλίδης,Paperback,413,2011,2011,,2017/08/18,"greek, mystery","greek (#14), mystery (#84)",read,,,,1,0
11595698,"Άμυνα ζώνης (Κώστας Χαρίτος, #2)",Petros Markaris,"Markaris, Petros",,"=""""","=""9789603362586""",3,3.88,Γαβριηλίδης,Paperback,473,2007,1998,,2017/08/18,mystery,mystery (#86),read,,,,1,0
33558545,The Missing Ones (D.I. Lottie Parker #1),Patricia Gibney,"Gibney, Patricia",,"=""""","=""""",4,4.05,Bookouture,Kindle Edition,529,2017,2017,2018/06/23,2017/08/21,mystery,mystery (#87),read,,,,1,0
64863,"A is for Alibi (Kinsey Millhone, #1)",Sue Grafton,"Grafton, Sue",,"=""0312938993""","=""9780312938994""",1,3.86,St. Martin's Paperbacks,Paperback,308,2005,1982,2018/04/03,2018/03/23,mystery,mystery (#88),read,,,,2,0
12313949,"Ληξιπρόθεσμα δάνεια (Η Τριλογία της Κρίσεως, #1 )",Πέτρος Μάρκαρης,"Μάρκαρης, Πέτρος",Petros Markaris,"=""9603365777""","=""9789603365778""",3,3.68,Γαβριηλίδης,Paperback,428,2010,2010,,2017/08/18,"greek, mystery","greek (#13), mystery (#83)",read,,,,1,0
6728468,"Ο Τσε αυτοκτόνησε  (Κώστας Χαρίτος, #3)",Petros Markaris,"Markaris, Petros",Πέτρος Μάρκαρης,"=""9603362166""","=""""",3,3.78,Γαβριηλίδης,Paperback,446,2003,2003,,2017/08/18,"greek, mystery","greek (#15), mystery (#85)",read,,,,1,0
753663,The Late-Night News (Costas Haritos #1),Petros Markaris,"Markaris, Petros",,"=""0099464624""","=""9780099464624""",3,3.75,Vintage Books USA,Paperback,288,2010,1995,,2017/08/18,"greek, mystery","greek (#12), mystery (#82)",read,,,,1,0
57833274,Η τέχνη του τρόμου,Petros Markaris,"Markaris, Petros",Πέτρος Μάρκαρης,"=""""","=""9786188535602""",3,3.25,Εκδόσεις Κείμενα,Paperback,192,2021,2021,2022/02/08,2022/02/07,"short-stories-single-author, mystery","short-stories-single-author (#92), mystery (#76)",read,,,,1,0
37906597,"Have His Carcase (Lord Peter Wimsey, #7)",Dorothy L. Sayers,"Sayers, Dorothy L.",,"=""""","=""""",0,4.11,Open Road Media,Kindle Edition,499,2012,1932,,2021/07/14,"dnf-because-no, mystery","dnf-because-no (#6), mystery (#75)",dnf-because-no,,,,0,0
645754,"Black Coffee: A Mystery Play in Three Acts (Hercule Poirot, #7)",Agatha Christie,"Christie, Agatha",,"=""0573618852""","=""9780573618857""",0,3.64,Samuel French Trade,Paperback,142,2010,1930,,2021/05/15,"to-read, plays, mystery","to-read (#281), plays (#11), mystery (#70)",to-read,,,,0,0
52024071,Broken Souls (D.I. Lottie Parker #7),Patricia Gibney,"Gibney, Patricia",,"=""""","=""""",2,4.31,Bookouture,Kindle Edition,436,2019,2019,2020/04/11,2019/08/19,mystery,mystery (#53),read,,,,1,0
45310293,"The Numbers Killer (An Agent Victoria Heslin Thriller, #1)",Jenifer Ruff,"Ruff, Jenifer",,"=""1733957006""","=""9781733957007""",3,4.15,Greyt Companion Press,Paperback,255,2019,2019,2019/08/12,2019/08/11,mystery,mystery (#51),read,,,,1,0
51749544,Buried Angels (D.I. Lottie Parker #8),Patricia Gibney,"Gibney, Patricia",,"=""""","=""""",0,4.43,Bookouture,Kindle Edition,422,2020,2020,,2020/04/09,"to-read, mystery","to-read (#134), mystery (#54)",to-read,,,,0,0
748989,"From Doon With Death (Inspector Wexford, #1)",Ruth Rendell,"Rendell, Ruth",,"=""0345498453""","=""9780345498458""",0,3.68,Ballantine Books,Paperback,226,2007,1964,,2019/08/12,"to-read, mystery","to-read (#86), mystery (#52)",to-read,,,,0,0
4343664,"The Little Sleep (Mark Genevich, #1)",Paul Tremblay,"Tremblay, Paul",,"=""0805088490""","=""9780805088496""",4,3.52,Holt McDougal,Paperback,271,2009,2009,2019/06/08,2019/04/28,mystery,mystery (#48),read,,,,1,0
53407936,Crossroads,Laurel Hightower,"Hightower, Laurel",,"=""""","=""""",0,4.04,Off Limits Press,Paperback,110,2020,2020,,2020/10/01,"to-read, novella, ghosts-and-hauntings, horror","to-read (#214), novella (#58), ghosts-and-hauntings (#6), horror (#145)",to-read,,,,0,0
25327494,Rawblood,Catriona Ward,"Ward, Catriona",,"=""0297609645""","=""9780297609643""",4,3.4,Weidenfeld & Nicolson,Hardcover,353,2015,2015,2022/03/01,2022/02/16,"gothic, horror","gothic (#21), horror (#201)",read,,,,1,0
52512374,Survivor Song,Paul Tremblay,"Tremblay, Paul",,"=""006267918X""","=""9780062679185""",0,3.63,William Morrow,ebook,320,2020,2020,,2019/12/06,"to-read, zombies, science-fiction, horror","to-read (#113), zombies (#31), science-fiction (#92), horror (#241)",to-read,,,,0,0
27064358,Disappearance at Devil's Rock,Paul Tremblay,"Tremblay, Paul",,"=""0062363263""","=""9780062363268""",3,3.6,William Morrow,Hardcover,327,2016,2016,2019/05/21,2019/04/28,horror,horror (#96),read,,,,1,0
17255538,The Hanging Game,Helen Marshall,"Marshall, Helen",,"=""1466839252""","=""9781466839250""",2,3.51,Tor Books,ebook,33,2013,2013,2019/12/09,2019/11/19,"short-stories-novelettes, fantasy, horror","short-stories-novelettes (#24), fantasy (#188), horror (#222)",read,,,,1,0
51337393,Choking Back the Devil,Donna Lynch,"Lynch, Donna",,"=""194787912X""","=""9781947879126""",5,4.15,Raw Dog Screaming press,Paperback,98,2019,2019,2020/09/28,2020/02/16,"poetry, horror","poetry (#13), horror (#174)",read,,,,1,0
42118050,Growing Things and Other Stories,Paul Tremblay,"Tremblay, Paul",,"=""0062679139""","=""9780062679130""",0,3.49,William Morrow,Hardcover,352,2019,2019,,2019/05/26,"to-read, short-stories-single-author, horror","to-read (#68), short-stories-single-author (#49), horror (#99)",to-read,,,,0,0
23019294,A Head Full of Ghosts,Paul Tremblay,"Tremblay, Paul",,"=""0062363239""","=""9780062363237""",5,3.8,William Morrow,Hardcover,286,2015,2015,2019/04/28,2019/04/23,horror,horror (#172),read,,,,1,0
36381091,The Cabin at the End of the World,Paul Tremblay,"Tremblay, Paul",,"=""0062679104""","=""9780062679109""",5,3.32,William Morrow,Hardcover,272,2018,2018,2019/06/14,2018/02/10,"horror, queer","horror (#191), queer (#61)",read,,,,1,0
7781495,In the Mean Time,Paul Tremblay,"Tremblay, Paul",,"=""1926851064""","=""9781926851068""",3,3.67,ChiZine Publications,Paperback,280,2010,2010,2019/05/31,2019/04/28,"short-stories-single-author, horror, queer","short-stories-single-author (#46), horror (#173), queer (#45)",read,,,,1,0
48915818,The Death of Jane Lawrence,Caitlin  Starling,"Starling, Caitlin",,"=""1250272580""","=""9781250272584""",3,3.19,St. Martin's Press,Hardcover,368,2021,2021,2021/11/09,2021/10/10,"gothic, ghosts-and-hauntings, horror","gothic (#20), ghosts-and-hauntings (#48), horror (#154)",read,,,,1,0
43128270,The Bone Weaver's Orchard,Sarah    Read,"Read, Sarah",,"=""""","=""""",0,3.8,Trepidatio Publishing,Paperback,192,2019,2019,,2020/09/28,"to-read, horror","to-read (#213), horror (#212)",to-read,,,,0,0
46158562,The Deep,Alma Katsu,"Katsu, Alma",,"=""1473564492""","=""9781473564497""",2,3.33,Transworld Digital,ebook,432,2020,2020,2020/06/07,2020/03/01,"ghosts-and-hauntings, horror","ghosts-and-hauntings (#33), horror (#139)",read,"Stellar characterization, great research, intriguing plot and excellent low-key commentary on men gaslighting women, but there was something missing and I can't quite figure out what it was; I only know that I felt rather bored while reading <i>The Deep</i> and the only thought that came to mind after I finished it was ""Ugh, <i>finally</i>!""",,,1,0
45836551,"Deathless Divide (Dread Nation, #2)",Justina Ireland,"Ireland, Justina",,"=""""","=""""",0,4.16,Balzer + Bray,Kindle Edition,553,2020,2020,,2018/09/14,"zombies, to-read, horror, young-adult","zombies (#28), to-read (#51), horror (#43), young-adult (#38)",to-read,,,,0,0
30223025,"Dread Nation (Dread Nation, #1)",Justina Ireland,"Ireland, Justina",,"=""0062570609""","=""9780062570604""",4,4.14,Balzer + Bray,Hardcover,455,2018,2018,2021/03/17,2018/09/02,"zombies, horror, young-adult","zombies (#27), horror (#42), young-adult (#36)",read,,,,2,0
7234875,The Little Stranger,Sarah Waters,"Waters, Sarah",,"=""""","=""""",0,3.56,Riverhead Books,Paperback,512,2010,2009,,2018/02/25,"to-read, gothic, horror","to-read (#32), gothic (#18), horror (#238)",to-read,,,,0,0
40776737,Alien: Echo,Mira Grant,"Grant, Mira",,"=""1250306302""","=""9781250306302""",3,3.78,Imprint,ebook,320,2019,2019,2019/04/23,2018/09/14,"horror, queer, young-adult, science-fiction","horror (#180), queer (#43), young-adult (#37), science-fiction (#142)",read,,,,1,0
41014903,"Warcross (Warcross, #1)",Marie Lu,"Lu, Marie",,"=""""","=""""",2,4.15,G.P. Putnam's Sons Books for Young Readers,Kindle Edition,366,2017,2017,2019/03/16,2018/08/14,"science-fiction, young-adult","science-fiction (#48), young-adult (#51)",read,,,,1,0
3636,"The Giver (The Giver, #1)",Lois Lowry,"Lowry, Lois",,"=""0385732554""","=""9780385732550""",4,4.13,Ember,Paperback,208,2006,1993,2019/02/24,2017/08/18,"science-fiction, young-adult","science-fiction (#82), young-adult (#49)",read,,,,1,0
6148028,"Catching Fire (The Hunger Games, #2)",Suzanne Collins,"Collins, Suzanne",,"=""0439023491""","=""9780439023498""",3,4.31,Scholastic Press,Hardcover,391,2009,2009,,2017/08/17,"science-fiction, young-adult","science-fiction (#215), young-adult (#46)",read,,,,1,0
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""030788743X""","=""9780307887436""",1,4.23,Crown Publishers,Hardcover,374,2011,2011,2018/02/24,2018/01/12,"science-fiction, young-adult","science-fiction (#130), young-adult (#50)",read,,,,1,0
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""""","=""""",4,4.33,Scholastic Press,Hardcover,374,2008,2008,,2017/08/17,"science-fiction, young-adult","science-fiction (#216), young-adult (#47)",read,,,,1,0
7260188,"Mockingjay (The Hunger Games, #3)",Suzanne Collins,"Collins, Suzanne",,"=""0439023513""","=""9780439023511""",3,4.07,Scholastic Press,Hardcover,398,2010,2010,,2017/08/17,"science-fiction, young-adult","science-fiction (#217), young-adult (#48)",read,,,,1,0
18423,The Left Hand of Darkness,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",3,4.09,Ace,Paperback,304,2000,1969,2018/01/06,2017/08/17,"science-fiction, queer","science-fiction (#158), queer (#82)",read,,,,1,0
13651,The Dispossessed: An Ambiguous Utopia,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",5,4.24,Harper Voyager,Paperback,387,1994,1974,2017/01/01,2017/08/17,science-fiction,science-fiction (#214),read,,,,1,0
38447,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",5,4.13,Anchor Books,Paperback,314,1998,1985,2017/09/17,2017/08/17,"inaccurate-youthful-ratings, science-fiction","inaccurate-youthful-ratings (#76), science-fiction (#77)",read,,,,1,0
189109,Mothers & Other Monsters: Stories,Maureen F. McHugh,"McHugh, Maureen F.",,"=""1931520194""","=""9781931520195""",2,3.92,Small Beer Press,Paperback,271,2006,2005,2019/04/02,2018/07/15,"short-stories-single-author, science-fiction","short-stories-single-author (#35), science-fiction (#212)",read,,,,1,0
59924,The Lathe of Heaven,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0060512741""","=""9780060512743""",4,4.12,Harper Perennial Modern Classics,Paperback,176,2003,1971,2020/08/08,2018/07/17,science-fiction,science-fiction (#213),read,,,,1,0
1137215,"Boneshaker (The Clockwork Century, #1)",Cherie Priest,"Priest, Cherie",,"=""0765318415""","=""9780765318411""",0,3.52,Tor Books,Paperback,416,2009,2009,,2018/04/01,"to-read, science-fiction","to-read (#35), science-fiction (#169)",to-read,,,,0,0
14402883,The Doorway,Evelyn E. Smith,"Smith, Evelyn E.",,"=""1463895364""","=""9781463895365""",2,3.12,Aegypan,Hardcover,24,2011,2010,2018/03/30,2018/03/30,"short-stories-novelettes, science-fiction","short-stories-novelettes (#35), science-fiction (#211)",read,,,,1,0
27059,Her Smoke Rose Up Forever,James Tiptree Jr.,"Jr., James Tiptree",,"=""1892391201""","=""9781892391209""",3,4.21,Tachyon Publications,Paperback,508,2004,1990,2019/12/07,2017/09/23,"short-stories-single-author, science-fiction","short-stories-single-author (#7), science-fiction (#209)",read,,,,1,0
37842561,The Future is Female! Women's Science Fiction Stories from the Pulp Era to the New Wave,Lisa Yaszek,"Yaszek, Lisa","Leslie F. Stone, Judith Merril, Leigh Brackett, Kit Reed, Joanna Russ, Ursula K. Le Guin, James Tiptree Jr.","=""""","=""9781598535853""",2,4.06,Library of America,ebook,475,2018,2018,2019/08/14,2019/05/05,"short-stories-multiple-authors, science-fiction","short-stories-multiple-authors (#8), science-fiction (#208)",read,"With a title like that, I was expecting this collection of short stories to have some sort of underlying feminist or somehow otherwise political theme. Unfortunately, I was disappointed. The stories weren't bad, but none of them managed to impress me. ",,,1,0
39335566,The Water Cure,Sophie Mackintosh,"Mackintosh, Sophie",,"=""0385543875""","=""9780385543873""",2,3.25,Doubleday,Hardcover,288,2019,2018,2019/05/25,2019/04/10,science-fiction,science-fiction (#89),read,,,,1,0
37796866,Vox,Christina Dalcher,"Dalcher, Christina",,"=""0440000785""","=""9780440000785""",3,3.54,Berkley,Hardcover,336,2018,2018,2019/04/15,2019/04/10,science-fiction,science-fiction (#88),read,"<i>Vox</i> describes a world where women are, figuratively as well as literally, muted. They are not allowed to read or write and they can only speak one hundred words per day. If they exceed this limit they get an electric shock through a bracelet they are forced to wear, which functions as a word counter. They can't vote, they can't get abortions, they can't even buy condoms. They are not allowed to have a passport or a bank account, they are not allowed to work and, if they don't get married at a young age, they get sent to a farm that is, for all intents and purposes, a prison. <br/><br/>Of course, none of this happens overnight. The world begins to change little by little, and this terrifying dystopia comes to be because people are apathetic.<br/><br/>The message <i>Vox</i> wants to convey is very clear. As Edmund Burke said: ""The only thing necessary for the triumph of evil is for good men to do nothing."" And this is a good an important message. The failure of the book, for me, is its execution.<br/><br/><i>Vox</i> has many good qualities. It makes you feel things, mostly fury. Not that this is hard, given the premise. I don't particularly like its lack of subtlety and it didn't really give me anything new to think about, but it definitely tries, and that is always a good thing. It points out that 'good' people constantly let bad things happen. <br/><br/><i>I keep reminding myself it isn’t my fault. I didn’t vote for Myers.<br/>I didn’t vote at all, actually.<br/>And here’s Jackie’s voice again, telling me what an acquiescent shit I am.<br/>“You have to vote, Jean,” she said, throwing down the stack of campaign leaflets she’d been running around campus with while I was prepping for what I knew would be a monster of an oral exam. “You have to.”<br/>“The only things I have to do are pay taxes and die,” I said, not holding back the sneer in my voice. That semester was the beginning of the end for Jackie and me. I’d started dating Patrick and preferred our nightly discussions about cognitive processes to Jackie’s rants about whatever new thing she had found to protest. Patrick was safe and quiet, and he let me bury myself in my work while he crammed for one medical school exam after another.</i><br/><br/>It acknowledges white feminism.<br/><br/><i>“So how long do you think it’s gonna be before Reverend Carl and his holy Pure Blue sheep get it in their heads that it ain’t just women and men who were made differently under God’s eyes, but blacks and whites? You think mixed marriages like mine are part of the plan? If you do, you’re not as smart as I thought.”<br/>I feel myself going red. “I never thought about it.”<br/>“Course you never. Look, I don’t mean to be unkind, but you white gals, all you’re worried about is, well, all you’re worried about is you white gals. Me, I got more to fret over than whether I have a hundred words a day. I got my girls, too. We still send ’em to that school and do what we can on the weekends, until we can figure out a way to get out of here and over the border, but Del and I know a tide’s comin’ in. I guess before the year’s out, we’ll start seein’ more than just separate schools for boys and girls. And just like now, they ain’t gonna be equal.”</i><br/><br/>The book suddenly changes its tone in the second half. It becomes a bit cartoon-y. Whereas in the first half the villains are terrifying, in the second one they become a bit ridiculous, the 'twirling of moustache' kind. The pacing accelerates. Everything feels a bit forced. People change too fast. The suspension of disbelief is shattered.<br/><br/>My problem is that I wanted bloodshed. With a premise like this, anything short of a complete fucking revolution with thousands of complacent people dying is a failure in my eyes. But that's just me. <br/>What bothered me most was actually this: in the end, it's men who save the day. <br/>And, you know, fuck that.",,,1,0
35394775,Cat Pictures Please and Other Stories,Naomi Kritzer,"Kritzer, Naomi",,"=""""","=""""",0,4.3,Fairwood Press,Kindle Edition,313,2017,2017,2020/10/31,2019/03/31,"dnf-but-maybe-someday, short-stories-single-author, science-fiction","dnf-but-maybe-someday (#1), short-stories-single-author (#44), science-fiction (#207)",dnf-but-maybe-someday,,,,1,0
43782466,Articulated Restraint,Mary Robinette Kowal,"Kowal, Mary Robinette",,"=""1250241308""","=""9781250241306""",2,3.84,Tor Books,ebook,26,2019,2019,2019/02/18,2019/02/06,"short-stories-novelettes, science-fiction","short-stories-novelettes (#1), science-fiction (#206)",read,"There is nothing really wrong with <i>Articulated Restraint</i>. The writing is good, Kowal has, once again, done amazing research on how things are supposed to work in her universe, and the main character is cool.<br/>But this felt more like a deleted scene and less like a short story.",,,1,0
35031085,Frankenstein: The 1818 Text,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",Charlotte Gordon,"=""""","=""""",2,3.85,Penguin Classics,Paperback,260,2018,1818,2021/10/26,2019/02/06,"18th-19th-century, gothic, science-fiction","18th-19th-century (#2), gothic (#13), science-fiction (#205)",read,,,,1,0
36502081,"A Study in Honor (The Janet Watson Chronicles, #1)",Claire  O'Dell,"O'Dell, Claire",,"=""006269930X""","=""9780062699305""",2,3.62,Harper Voyager,Paperback,296,2018,2018,2020/03/23,2018/09/14,"retellings, disability, science-fiction, queer","retellings (#15), disability (#4), science-fiction (#71), queer (#66)",read,,,,1,0
40881738,Red Clocks,Leni Zumas,"Zumas, Leni",,"=""""","=""""",5,3.67,"Little, Brown and Company",Kindle Edition,368,2018,2018,2018/09/13,2018/09/11,science-fiction,science-fiction (#86),read,,,,1,0
18505844,Memory of Water,Emmi Itäranta,"Itäranta, Emmi",,"=""0062326155""","=""9780062326157""",3,3.68,Harper Voyager,Paperback,263,2014,2012,2020/02/01,2019/01/24,"finnish, science-fiction","finnish (#2), science-fiction (#87)",read,"Just like [b:Severance|36348525|Severance|Ling  Ma|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507060524l/36348525._SY75_.jpg|58029884], which I read only yesterday, this reads much more like literary fiction than a dystopian/post-apocalyptic novel. Had I read it before <i>Severance</i>, I might have given it 4 stars. Maybe. As it is, it's almost impossible not to compare the two and <i>Severance</i> gets extra points for having a more relatable protagonist.",,,1,0
92625,The Ones Who Walk Away from Omelas,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0886825016""","=""9780886825010""",5,4.38,"Creative Education, Inc.",Hardcover,32,1997,1973,2019/02/04,2019/01/06,"short-stories-novelettes, fantasy, science-fiction","short-stories-novelettes (#2), fantasy (#247), science-fiction (#204)",read,,,,1,0
285563,"Native Tongue (Native Tongue, #1)",Suzette Haden Elgin,"Elgin, Suzette Haden",,"=""1876756055""","=""9781876756055""",3,4.01,Feminist Press at the City University of New York,Paperback,327,2000,1984,2020/02/11,2018/08/26,science-fiction,science-fiction (#203),read,"This was... interesting. It had some great ideas but they didn't get explored as much as I'd like. Parts of it made no sense and the ending was quite anticlimactic, but there's a solid foundation here. <br/><br/>Going in, I didn't know it was a trilogy (yes, I know, it says right there under the title <i>""Native Tongue #1""</i> but I'm an idiot who doesn't pay attention to things, okay?) so I'm thinking that maybe the sequels will fix the problems I had with this one. Then again, given the fact that I didn't have such a great time reading this, I'm not entirely sure I'm <i>interested</i> in reading the sequels. I'll think about it and let you know. I'm sure you're all on the edge of your seats.",,,1,0
33081262,"The Fated Sky (Lady Astronaut Universe, #2)",Mary Robinette Kowal,"Kowal, Mary Robinette",,"=""076539894X""","=""9780765398949""",4,4.29,Tor Books,Paperback,384,2018,2018,2018/12/06,2018/09/09,science-fiction,science-fiction (#3),read,,,,1,0
